PROJECT,SiteID,DEPTH_FROM,DEPTH_TO,SampleID,CuPPM,AuPPM,AgPPM,UPPM,FePPM,AsPPM,AlPPM,BaPPM,BiPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,DyPPM,ErPPM,EuPPM,FPPM,GaPPM,GdPPM,HfPPM,HoPPM,InPPM,KPPM,LaPPM,LuPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NdPPM,NiPPM,PPPM,PrPPM,PbPPM,RbPPM,SbPPM,ScPPM,SePPM,SmPPM,SnPPM,SPPM,SiPPM,SrPPM,TaPPM,TbPPM,TePPM,ThPPM,TiPPM,TmPPM,WPPM,VnPPM,VPPM,YPPM,YbPPM,ZnPPM,ZrPPM,PtPPM,PdPPM
SAR,DD21CAL011,169.2,170,D2002989,5,0.005,0.1,3.5,54400,1,84300,452,0.05,3250,0.05,70,12,70,3.3,4.5,2,1,,20,5,3,0.5,0.25,32800,35,0.25,17400,260,0.5,2300,4,28,30,500,8,5,151,0.25,16,1,5,2.5,350,293000,10.6,0.1,0.25,0.1,15.5,3600,0.25,6,,85,24,3,10,135,,
SAR,DD21CAL011,170,171,D2002990,20,0.005,0.1,3,61200,1,87500,452,0.05,4100,0.05,91,14.2,75,3.7,5.5,3,1.5,,21,6,4,0.5,0.25,31900,44,0.25,19100,300,0.5,2550,4,39,30,700,10.5,10,141,0.25,16,1,6,2.5,400,287000,13,0.4,1,0.1,18,3650,0.25,6,,85,28,2,10,140,,
SAR,DD21CAL011,171,172,D2002991,40,0.005,0.1,3,60300,4,79000,512,0.05,4900,0.05,96,16.6,70,4,5,3,1.5,,19,6,4,0.5,0.25,30100,44,0.25,20700,300,2,2300,4,38,30,700,10.5,5,137,0.25,16,1,6,2.5,650,287000,16.4,0.4,1,0.1,16.5,3300,0.25,6,,80,28,3,10,130,,
SAR,DD21CAL011,172,173,D2002992,30,0.005,0.1,3.5,69100,1,90600,671,0.05,2850,0.05,93,14.6,80,4.1,5.5,3,1.5,,21,7,4,0.5,0.25,37800,45,0.25,20900,280,0.5,2400,5,39,30,500,11,5,189,0.25,18,1,6,2.5,550,272000,16,0.3,1,0.1,19.5,3750,0.25,1.5,,90,30,3,10,145,,
SAR,DD21CAL011,173,174,D2002993,5,0.005,0.1,2.5,63600,1,81100,423,0.05,4300,0.05,91,14.4,70,3.6,5,3,1.5,,19,6,4,0.5,0.25,28100,43,0.25,21900,260,0.5,3400,5,37,30,600,10.5,5,124,0.25,16,1,6,2.5,500,286000,13,0.3,1,0.1,16.5,3350,0.25,1.5,,80,29,3,10,125,,
SAR,DD21CAL011,174,175,D2002994,100,0.005,0.2,2.5,79700,4,73600,599,0.1,5750,0.05,72,17.2,65,4.1,5,3,1,,17,5,4,0.5,0.25,26800,36,0.25,25100,340,0.5,3150,4.5,32,30,500,8,10,128,0.25,14,1,5,2.5,950,272000,16,0.2,1,0.1,14.5,3150,0.25,1.5,,80,24,2,30,125,,
SAR,DD21CAL011,175,176,D2002995,20,0.01,0.2,2,78800,8,77800,429,0.1,6300,0.05,74,14.6,65,4.7,5,3,1,,17,5,3,0.5,0.25,30000,36,0.25,21800,320,0.5,2200,4,30,30,600,8.5,10,138,0.25,14,1,5,2.5,900,280000,17.8,0.2,0.25,0.1,15,3250,0.25,1.5,,80,23,2,10,125,,
SAR,DD21CAL011,176,177,D2002996,5,0.005,0.1,2.5,57100,1,85100,462,0.05,2650,0.05,77,12.4,70,5.4,4.5,3,1,,20,5,4,0.5,0.25,33900,36,0.25,21100,220,0.5,2850,4.5,33,30,500,8.5,5,164,0.25,16,1,5,2.5,400,292000,13.4,0.2,0.25,0.1,17,3500,0.25,6,,80,25,3,10,135,,
SAR,DD21CAL011,177,178,D2002997,5,0.005,0.1,3,58200,1,86900,536,0.05,3050,0.05,90,12,75,6.4,6,3,1.5,,21,6,4,0.5,0.25,35900,43,0.25,20200,240,0.5,3000,4.5,36,30,600,10,5,182,0.25,16,1,7,2.5,350,293000,12.2,0.2,1,0.1,18,3650,0.25,6,,85,29,3,10,145,,
SAR,DD21CAL011,178,179,D2002998,5,0.005,0.2,4.5,60500,8,84800,462,0.1,6750,0.05,94,12.4,70,6.5,6,4,1.5,,21,6,3.5,0.5,0.25,33600,46,0.25,19600,300,0.5,2350,5,38,30,500,10.5,5,173,0.25,16,1,7,5,600,288000,13.2,0.2,1,0.1,18.5,3450,0.25,1.5,,80,32,3,20,130,,
SAR,DD21CAL011,179,180.45,D2002999,40,0.005,0.8,2.5,70300,1,79900,385,0.05,5600,0.05,135,11.8,60,6.4,6,3,2.5,,20,8,4,0.5,0.25,29500,68,0.25,25200,280,0.5,3700,6,59,30,600,16,10,132,0.25,16,1,10,5,400,282000,14.6,0.3,1,0.1,19.5,4050,0.25,6,,100,30,3,20,135,,
SAR,DD21CAL011,180.45,181,D2003000,380,0.01,0.1,2,106000,12,70100,341,0.05,22400,0.05,75,34.4,20,2.8,10,5,3,,23,9,7,2,0.25,21700,34,0.5,34300,1260,0.5,13400,9,44,30,1600,9.5,20,71.5,0.25,26,2,9,2.5,550,218000,81.4,0.3,1.5,0.1,7.5,19000,0.25,1.5,,370,46,5,60,285,,
SAR,DD21CAL011,181,182.45,D2003002,380,0.01,0.1,1.5,107000,14,66300,254,0.05,38200,0.05,73,36.6,15,1.9,10.5,5,3,,24,10,7,2,0.25,8150,33,0.5,28500,1680,0.5,16800,10,42,30,1500,9.5,5,37.5,0.25,28,2,10,2.5,450,214000,117,0.2,2,0.1,6,19800,0.25,1.5,,385,47,4,90,295,,
SAR,DD21CAL011,182.45,183,D2003003,150,0.005,0.1,4.5,67200,10,80900,723,0.05,7050,0.05,76,16.2,60,7.8,6,3,1.5,,21,6,4.5,0.5,0.25,43000,36,0.25,28600,440,0.5,7850,8,33,30,800,9,5,215,0.25,18,1,6,2.5,550,264000,30,0.2,1,0.1,14,6150,0.25,1.5,,155,30,3,20,160,,
SAR,DD21CAL011,183,184,D2003004,5,0.005,0.1,5,43400,1,85300,681,0.05,2300,0.05,104,10.2,70,9.4,6.5,4,1.5,,18,7,4,0.5,0.25,46800,52,0.25,23900,140,0.5,6600,5.5,43,30,500,11.5,5,182,0.25,16,1,8,5,300,288000,25.6,0.2,1,0.1,17.5,3600,0.25,6,,90,31,3,10,135,,
SAR,DD21CAL011,184,185,D2003005,100,0.005,0.1,4,68500,4,89400,534,0.05,1950,0.1,107,13.2,75,12.9,5,3,1.5,,21,7,4,0.5,0.25,47200,54,0.25,22900,220,2,3050,6.5,45,20,600,12.5,5,301,0.25,18,1,7,2.5,300,265000,13.4,0.2,1,0.1,17.5,3850,0.25,6,,105,28,3,10,150,,
SAR,DD21CAL011,185,186,D2003006,700,0.01,0.1,2.5,71300,8,70900,320,0.2,3450,0.05,189,14.4,70,8.4,7,4,3,,16,10,3,0.5,0.25,32600,98,0.25,20400,260,0.5,2400,5.5,81,30,700,22,10,206,0.25,12,1,14,2.5,1050,295000,11.6,0.2,1.5,0.1,27,3100,0.25,1.5,,80,32,2,20,125,,
SAR,DD21CAL011,186,187,D2003007,60,0.005,0.1,2,66000,6,67700,301,0.05,6150,0.05,41,10.4,70,7.7,4.5,3,0.5,,16,4,3,0.5,0.25,27300,20,0.25,22300,260,4,3250,5,18,30,600,5,5,162,0.25,14,1,3,2.5,550,298000,13.2,0.2,0.25,0.1,11,3200,0.25,1.5,,80,26,3,20,110,,
SAR,DD21CAL011,187,188,D2003008,20,0.005,0.1,2.5,67500,4,82200,400,0.05,3450,0.05,88,9.8,75,8.5,5.5,3,1,,21,6,4.5,0.5,0.25,35800,43,0.25,19600,200,0.5,3000,6,37,30,600,10,5,193,0.25,16,1,5,5,300,286000,12.6,0.2,1,0.1,16.5,3350,0.25,6,,80,28,3,10,130,,
SAR,DD21CAL011,188,189,D2003009,20,0.005,0.1,3,66900,1,82600,447,0.05,2050,0.05,116,11.6,70,9.1,5,3,1.5,,20,7,4,0.5,0.25,36200,58,0.25,19100,160,0.5,3150,5.5,46,30,600,13,5,207,0.25,16,1,8,5,400,290000,11.8,0.2,1,0.1,18.5,3300,0.25,6,,80,27,3,10,130,,
SAR,DD21CAL011,189,190,D2003010,20,0.005,0.1,2.5,68300,1,85600,476,0.05,2150,0.05,84,10.4,70,7.6,5,3,1,,22,5,4,0.5,0.25,34900,40,0.25,19600,140,0.5,3350,4.5,33,30,700,9.5,5,193,0.25,16,1,5,5,150,284000,11.6,0.2,1,0.1,17.5,3600,0.25,6,,85,29,3,10,135,,
SAR,DD21CAL011,190,191,D2003011,60,0.005,0.1,2.5,76200,1,72500,362,0.05,3250,0.05,73,10.4,70,5.3,5,3,1,,17,5,3.5,0.5,0.25,26800,36,0.25,20800,160,0.5,3150,4,30,30,400,8,5,125,0.5,14,1,4,5,200,292000,13,0.2,0.25,0.1,15,2950,0.25,1.5,,75,24,2,10,110,,
SAR,DD21CAL011,191,192,D2003012,160,0.005,0.1,2,70800,6,80000,385,0.05,3950,0.05,47,9.6,65,5.2,4.5,3,1,,20,4,4,0.5,0.25,33500,24,0.25,22100,220,2,3050,3.5,21,30,500,6,5,173,0.25,14,1,3,5,450,281000,10,0.1,0.25,0.1,14,3250,0.25,9,,80,25,2,20,125,,
SAR,DD21CAL011,192,193,D2003013,140,0.005,0.1,2,73500,4,82100,416,0.05,3900,0.05,41,9.2,70,7.3,4.5,3,1,,21,5,4,0.5,0.25,36400,21,0.25,21400,220,0.5,1950,5,19,30,400,4.5,5,200,0.25,16,1,3,5,400,283000,10.8,0.2,1,0.1,14,3350,0.25,6,,80,28,3,10,130,,
SAR,DD21CAL011,193,193.9,D2003014,190,0.005,0.1,4.5,73200,6,82400,464,0.05,3250,0.05,98,14.8,95,9.2,5,3,1.5,,22,6,3.5,0.5,0.25,38100,50,0.25,23600,220,0.5,2150,5.5,39,30,700,11.5,5,222,0.25,18,1,6,5,600,272000,11.2,0.2,1,0.1,17,3300,0.25,6,,105,26,3,10,125,,
SAR,DD21CAL011,193.9,194.8,D2003015,380,0.005,0.2,2.5,96600,32,68000,710,0.05,25200,0.05,83,35.2,15,3.2,10,5,3,,23,9,7.5,2,0.25,24800,36,0.5,30000,1480,2,12200,9,44,30,1700,10.5,5,73,0.25,26,2,9,2.5,1600,215000,66,0.2,1.5,0.1,8.5,17600,0.25,1.5,,340,46,5,50,300,,
SAR,DD21CAL011,194.8,196,D2003016,350,0.01,0.1,5,79000,14,82800,894,0.05,6900,0.05,63,19.8,95,13.2,6,3,1,,19,5,3.5,0.5,0.25,47700,32,0.25,27200,440,0.5,3150,8.5,27,30,700,7.5,5,248,0.25,18,1,5,2.5,1300,258000,19.8,0.2,1,0.1,13.5,4500,0.25,1.5,,120,29,2,20,130,,
SAR,DD21CAL011,196,198,D2003017,160,0.005,0.1,6.5,75200,12,82000,1180,0.05,4650,0.05,70,27.6,110,16.5,5,3,1.5,,20,4,4,0.5,0.25,45200,35,0.25,29100,340,0.5,2100,7.5,32,30,500,8.5,5,283,0.25,18,1,4,2.5,1850,264000,26.2,0.2,1,0.1,14.5,3550,0.25,1.5,,125,25,3,10,130,,
SAR,DD21CAL011,198,200,D2003018,50,0.005,0.2,4,63400,12,81500,377,0.1,3350,0.05,93,17.8,70,6.1,5,3,1,,21,6,3.5,0.5,0.25,35600,47,0.25,18300,220,0.5,2000,5,39,30,500,10.5,5,194,0.25,16,1,6,2.5,1700,294000,10.8,0.2,1,0.1,16.5,3200,0.25,6,,80,24,3,10,130,,
SAR,DD21CAL011,200,202,D2003019,20,0.005,0.1,4.5,66500,6,82800,378,0.05,3300,0.05,80,14.4,70,6.3,5,3,1,,20,4,3.5,0.5,0.25,36700,38,0.25,18100,220,0.5,1800,4.5,34,30,600,9,10,195,0.25,16,1,5,2.5,1500,290000,10,0.2,0.25,0.1,16,3300,0.25,6,,80,25,3,10,135,,
SAR,DD21CAL011,202,204,D2003021,30,0.005,0.1,3.5,71600,8,82800,434,0.05,3650,0.05,109,13.4,75,6.5,5,3,1.5,,22,7,4,0.5,0.25,36200,53,0.25,20300,260,15,1650,5.5,43,30,500,12.5,5,200,0.25,16,1,7,2.5,1050,282000,10.6,0.1,1,0.1,18.5,3350,0.25,6,,85,28,3,10,140,,
SAR,DD21CAL011,204,206,D2003022,60,0.005,0.1,3,47000,6,84800,441,0.05,4600,0.05,86,8.4,80,5.6,5.5,3,1,,21,5,4,0.5,0.25,40000,41,0.25,18400,240,4,1250,4,34,20,700,10,5,207,0.25,16,1,4,2.5,550,296000,8.8,0.1,1,0.1,18.5,3600,0.25,6,,90,26,2,10,140,,
SAR,DD21CAL011,206,208,D2003023,50,0.005,0.1,2.5,63200,8,83800,422,0.1,5250,0.05,86,14,75,4.5,5,2,1.5,,22,6,4.5,0.5,0.25,37300,42,0.25,19000,260,2,1400,4.5,35,30,500,9,5,202,0.25,16,1,6,2.5,850,291000,8,0.2,1,0.1,17.5,3400,0.25,6,,80,27,3,5,140,,
SAR,DD21CAL011,208,210,D2003024,20,0.005,0.1,2.5,54200,1,87600,438,0.05,3500,0.05,98,10.4,70,4.7,5,3,1.5,,20,6,4,0.5,0.25,40800,49,0.25,16800,200,2,1350,4.5,40,30,500,11.5,5,210,0.25,16,1,6,5,400,290000,8.2,0.1,0.25,0.1,17.5,3550,0.25,6,,80,23,2,5,145,,
SAR,DD21CAL011,210,212,D2003025,5,0.005,0.1,3,66500,1,76200,357,0.05,4400,0.05,92,10.8,65,5.8,4,2,1,,18,5,3,0.5,0.25,35700,46,0.25,17800,260,2,1200,4.5,37,30,600,11,5,212,0.25,14,1,6,2.5,450,301000,8.8,0.1,1,0.1,15,3100,0.25,6,,75,21,2,5,125,,
SAR,DD21CAL011,212,214,D2003026,40,0.005,0.1,3,54000,8,73500,368,0.1,3250,0.05,123,13.6,70,6.1,5,2,1.5,,18,6,3,0.5,0.25,34100,61,0.25,16700,220,2,1350,4.5,48,20,400,14,5,197,0.25,14,1,7,2.5,800,313000,9.2,0.1,1,0.1,17,2850,0.25,6,,70,21,2,5,115,,
SAR,DD21CAL011,214,216,D2003027,130,0.005,0.1,3.5,60300,8,82900,378,0.05,3450,0.05,85,18.8,70,6.6,4.5,2,1.5,,20,6,4,0.5,0.25,35800,41,0.25,22500,240,4,2600,4.5,36,30,600,9.5,5,200,0.25,14,1,5,2.5,1400,291000,9.2,0.1,0.25,0.1,16.5,3250,0.25,6,,80,24,2,10,140,,
SAR,DD21CAL011,216,218,D2003028,50,0.005,0.1,4,80000,14,75600,361,0.1,3400,0.05,85,23,65,8,5,2,1,,19,5,3.5,0.5,0.25,32300,42,0.25,23000,300,2,2000,6,35,30,600,9.5,5,193,0.25,14,1,5,2.5,1750,284000,9.8,0.1,1,0.1,16.5,3050,0.25,1.5,,75,23,3,10,130,,
SAR,DD21CAL011,218,220,D2003029,20,0.005,0.1,3,62600,6,71300,340,0.05,4400,0.05,78,14.2,65,8.4,4.5,2,1,,19,5,3.5,0.5,0.25,34300,37,0.25,22000,280,0.5,1900,5.5,31,30,700,8.5,10,228,0.25,14,1,6,2.5,550,297000,9.2,0.1,0.25,0.1,15,2850,0.25,1.5,,70,24,3,10,120,,
SAR,DD21CAL011,220,222,D2003030,5,0.005,0.1,4.5,60500,1,83700,421,0.05,3800,0.05,104,12.8,75,8,4.5,3,1.5,,21,6,4.5,0.5,0.25,41400,52,0.25,18500,240,0.5,1600,5.5,42,30,800,12,5,247,0.25,16,1,6,2.5,300,288000,8.8,0.2,1,0.1,17,3550,0.25,6,,80,24,3,5,135,,
SAR,DD21CAL011,222,224,D2003031,30,0.005,0.1,3,63300,4,82200,451,0.05,4400,0.05,88,12,70,5.1,5,3,1,,21,6,3.5,0.5,0.25,37000,45,0.25,18300,260,0.5,1800,4,37,30,600,10,5,193,0.25,14,1,5,2.5,700,289000,9.2,0.1,1,0.1,17.5,3350,0.25,6,,80,27,3,5,140,,
SAR,DD21CAL011,224,226,D2003032,5,0.005,0.1,6.5,59300,1,84300,650,0.05,3450,0.05,96,9.6,75,8.7,5,3,1.5,,23,6,4,0.5,0.25,45600,50,0.5,16400,220,2,1300,4.5,41,30,600,11.5,5,266,0.25,16,1,6,5,150,291000,8.8,0.1,1,0.1,21,3550,0.25,9,,85,27,3,5,140,,
SAR,DD21CAL011,226,228,D2003033,30,0.005,0.1,4.5,71700,4,82600,521,0.05,2900,0.05,95,12.6,70,7.4,5,3,1.5,,22,6,4,0.5,0.25,40900,48,0.25,18000,200,0.5,1300,6,36,30,500,11,5,229,0.25,16,1,6,2.5,500,288000,8.8,0.2,1,0.1,18.5,3300,0.25,6,,80,26,3,5,135,,
SAR,DD21CAL011,228,230,D2003034,30,0.005,0.1,3.5,70800,4,81700,580,0.05,3650,0.05,103,16.6,75,9.7,5.5,3,1.5,,22,7,4.5,0.5,0.25,41900,52,0.25,19000,240,2,1550,5.5,43,30,600,12.5,5,261,0.25,16,1,6,2.5,550,285000,10,0.2,1,0.1,17,3300,0.25,6,,75,29,3,10,130,,
SAR,DD21CAL011,230,230.9,D2003035,5,0.005,0.1,3,75900,4,82000,458,0.05,3450,0.05,102,11.6,70,7.3,5,3,1.5,,21,6,4,0.5,0.25,39200,50,0.25,18100,220,0.5,1250,4.5,41,30,600,11.5,5,222,0.25,14,1,6,5,400,287000,8.2,0.1,1,0.1,18,3400,0.25,6,,80,27,3,5,140,,
SAR,DD21CAL011,230.9,232,D2003036,30,0.005,0.2,2.5,52700,1,81800,408,0.1,8200,0.05,76,9.8,75,5.1,5.5,3,1,,20,6,4,0.5,0.25,36000,36,0.25,20100,280,0.5,2300,4.5,31,30,600,8.5,10,181,0.25,16,1,5,5,550,291000,12.6,0.2,1,0.1,16.5,3300,0.25,6,,75,28,3,5,130,,
SAR,DD21CAL011,232,234,D2003037,40,0.005,0.1,3,56200,6,78500,368,0.1,3550,0.05,95,14.6,65,4.7,5,3,1.5,,20,6,4,0.5,0.25,33500,46,0.5,20300,220,0.5,2500,4.5,38,20,500,11,5,169,0.25,14,1,6,2.5,700,301000,11.8,0.2,1,0.1,17,3200,0.25,6,,75,27,2,5,130,,
SAR,DD21CAL011,234,236,D2003038,50,0.005,0.1,2.5,54000,6,81200,400,0.05,3350,0.05,87,10.4,80,4.1,5,3,1.5,,20,6,4,0.5,0.25,36300,42,0.25,17000,200,0.5,2050,6.5,37,20,500,10,5,185,0.25,14,1,6,2.5,450,302000,11.6,0.3,0.25,0.1,17,3350,0.25,6,,75,26,2,5,135,,
SAR,DD21CAL011,236,238,D2003039,50,0.005,0.1,3,50500,1,83800,423,0.05,4150,0.05,94,10.4,70,4.5,6,3,1.5,,21,7,4,0.5,0.25,36800,43,0.5,21500,220,0.5,3150,5.5,38,30,600,11,5,213,0.25,16,1,7,2.5,350,292000,13.2,0.2,1,0.1,17.5,3450,0.25,6,,80,30,3,10,140,,
SAR,DD21CAL011,238,240.35,D2003040,30,0.005,0.1,3.5,57300,1,89300,478,0.05,4750,0.05,85,11.4,75,5.3,5,3,1,,21,5,4,0.5,0.25,40700,42,0.25,18800,280,0.5,2800,6.5,36,30,500,10,5,212,0.25,16,1,6,2.5,300,289000,13.8,0.2,1,0.1,16,3550,0.25,6,,80,25,2,5,140,,
SAR,DD21CAL011,240.35,242,D2003042,100,0.005,0.1,4,62600,1,78100,380,0.05,7100,0.05,93,16,75,5.4,5,3,1.5,,21,6,3.5,0.5,0.25,34900,45,0.25,16000,300,0.5,1500,6,39,20,500,11,5,194,0.25,14,1,6,5,550,296000,10.6,0.1,1,0.1,17.5,3250,0.25,6,,75,27,3,5,125,,
SAR,DD21CAL011,242,244,D2003043,20,0.005,0.1,4.5,58500,1,87000,412,0.05,4150,0.05,96,12.6,75,5.4,6,3,1.5,,22,6,4,0.5,0.25,39200,47,0.25,18700,220,0.5,2950,5.5,37,30,600,11,5,200,0.25,16,1,6,2.5,450,292000,10,0.1,1,0.1,17,3600,0.25,1.5,,85,32,3,10,135,,
SAR,DD21CAL011,244,246,D2003044,5,0.005,0.1,3.5,54300,1,85200,395,0.05,5850,0.05,103,12.8,75,5.6,5.5,3,1.5,,21,7,4.5,0.5,0.25,36100,48,0.25,22000,300,0.5,3350,5.5,42,30,600,12,5,183,0.25,16,1,6,2.5,350,288000,14.8,0.1,1,0.1,18,3450,0.25,6,,80,30,3,10,135,,
SAR,DD21CAL011,246,248,D2003045,20,0.005,0.1,3,60900,1,82400,416,0.05,4450,0.05,82,12.6,70,6.5,5,3,1,,21,5,3.5,0.5,0.25,36300,39,0.25,22300,220,0.5,2900,5.5,32,30,700,9,5,194,0.25,16,1,5,5,250,285000,13.4,0.2,0.25,0.1,15.5,3350,0.25,6,,80,25,2,10,140,,
SAR,DD21CAL011,248,250,D2003046,30,0.005,0.1,2.5,62400,1,81000,453,0.05,6200,0.05,94,12.6,70,5.7,5.5,3,1.5,,21,6,4.5,0.5,0.25,35500,48,0.25,20100,300,0.5,2950,5,38,30,500,11,5,200,0.25,16,1,7,2.5,250,283000,13.2,0.1,1,0.1,17.5,3350,0.25,1.5,,80,27,2,10,145,,
SAR,DD21CAL011,250,252,D2003047,90,0.005,0.2,5.5,59000,10,82000,364,0.2,6400,0.05,94,21.6,75,5.9,5.5,3,1,,21,6,4,0.5,0.25,33100,46,0.25,20000,340,2,3650,6.5,38,30,600,10.5,5,170,0.25,14,1,7,5,1150,285000,14,0.1,1,0.1,18,3350,0.25,1.5,,80,27,2,10,135,,
SAR,DD21CAL011,252,254,D2003048,50,0.005,0.2,4,51600,12,68600,302,0.1,9700,0.05,81,20.4,65,6.9,4.5,2,1,,17,5,2.5,0.5,0.25,29300,40,0.25,18400,420,2,3300,7.5,31,30,500,9,10,162,0.25,14,1,5,2.5,850,310000,16.4,0.2,0.25,0.1,15,3000,0.25,1.5,,70,22,2,10,120,,
SAR,DD21CAL011,254,256,D2003049,200,0.005,0.1,5,66500,12,81800,382,0.2,8450,0.05,103,27.8,70,7.7,4,3,1.5,,21,5,4,0.5,0.25,32100,50,0.25,24500,380,0.5,4250,8.5,41,40,700,11.5,5,169,0.25,14,1,6,2.5,1700,274000,16,0.2,0.25,0.1,18,3450,0.25,6,,80,23,2,10,140,,
SAR,DD21CAL011,256,257.05,D2003050,40,0.005,0.1,3.5,63300,6,89000,400,0.05,10200,0.05,173,21.8,55,14.9,7,4,2.5,,22,8,6,0.5,0.25,48200,87,0.25,30200,460,0.5,4200,9,66,40,1200,19,10,347,0.25,18,1,9,2.5,750,250000,16.6,0.2,1.5,0.1,29.5,5300,0.25,6,,110,35,3,10,235,,
SAR,DD21CAL011,257.05,259,D2003051,30,0.005,0.1,5.5,71800,8,77000,841,0.2,9950,0.05,157,38,90,17.2,6.5,4,2.5,,19,8,6,0.5,0.25,44400,80,0.25,34100,400,2,6400,7.5,56,80,1500,17,5,319,0.25,18,1,8,2.5,750,248000,44.6,0.2,1,0.1,27.5,6150,0.25,1.5,,165,33,3,10,235,,
SAR,DD21CAL011,259,261,D2003052,40,0.005,0.1,5.5,72600,6,79000,380,0.1,10100,0.05,122,28.6,85,12.5,6,3,2,,18,7,5.5,0.5,0.25,39700,61,0.25,31600,400,2,4750,6.5,48,60,1300,13.5,10,265,0.25,18,1,8,2.5,800,256000,16.8,0.2,1,0.1,25.5,5400,0.25,1.5,,150,33,3,20,215,,
SAR,DD21CAL011,261,263,D2003053,70,0.005,0.1,6,72000,6,81800,330,0.05,14800,0.05,109,21.2,125,9.4,5,3,1.5,,20,7,5,0.5,0.25,34900,55,0.25,27700,420,2,5350,6.5,46,60,1100,12.5,10,224,0.25,18,1,7,2.5,450,256000,20.8,0.2,1,0.1,24,5200,0.25,1.5,,140,29,3,20,190,,
SAR,DD21CAL011,263,265,D2003054,50,0.005,0.1,4.5,69900,6,83200,391,0.05,9500,0.05,108,21.6,85,10.5,6,4,2,,19,7,4.5,0.5,0.25,39400,54,0.25,27900,360,2,4850,7.5,42,60,1100,11.5,5,242,0.25,18,1,7,2.5,550,261000,17.6,0.2,1,0.1,24,5250,0.25,1.5,,130,29,3,10,185,,
SAR,DD21CAL011,265,267,D2003055,5,0.005,0.1,4,61500,8,102000,776,0.05,13300,0.05,210,17.4,40,15.6,7.5,4,3,,20,10,6.5,0.5,0.25,52000,112,0.25,25400,280,0.5,11100,9,82,30,1400,23,10,330,0.25,14,1,13,2.5,250,238000,51.6,0.2,1,0.1,37.5,6350,0.25,1.5,,105,35,3,10,260,,
SAR,DD21CAL011,267,268.2,D2003056,5,0.005,0.1,4,52300,4,90700,842,0.05,8900,0.05,88,11.6,55,12.2,5,3,1.5,,18,5,6,0.5,0.25,49400,44,0.25,20400,220,0.5,10200,8,32,30,1000,9,5,302,0.25,12,1,6,2.5,100,270000,28.2,0.2,0.25,0.1,22.5,5000,0.25,1.5,,100,25,3,10,225,,
SAR,DD21CAL011,268.2,270,D2003057,20,0.005,0.1,5,60400,4,84900,445,0.1,4050,0.05,109,12.4,80,7.4,8,6,1,,21,7,6,2,0.25,36500,53,1,20000,200,0.5,3700,10,42,30,500,12,10,182,0.25,16,2,7,5,300,285000,15,0.2,1.5,0.1,20.5,3500,1,6,,80,48,5,10,145,,
SAR,DD21CAL011,270,272,D2003058,30,0.01,0.1,3,59400,6,97000,509,0.2,6250,0.05,141,12.6,75,8.6,5.5,3,1.5,,21,7,5,1,0.25,42400,72,0.5,22700,200,0.5,8000,5,57,30,700,16,5,255,0.5,16,1,9,5,250,271000,16.8,0.1,1,0.1,24,4300,0.25,6,,90,24,3,20,185,,
SAR,DD21CAL011,272,274,D2003059,130,0.01,0.1,3.5,62200,6,97100,482,0.05,6650,0.05,153,12.2,80,7.9,5.5,3,1.5,,21,8,5,0.5,0.25,42600,79,0.25,23700,240,0.5,5550,4.5,66,40,700,17.5,5,248,0.5,16,1,11,5,450,264000,15,0.2,1,0.1,21,3900,0.5,6,,90,26,3,20,180,,
SAR,DD21CAL011,274,276,D2003061,130,0.01,0.1,2.5,67600,4,89100,393,0.2,6200,0.05,62,13.2,85,7.8,4.5,3,1,,20,4,4.5,0.5,0.25,35200,31,0.25,26600,260,0.5,8400,7.5,27,40,700,7,5,177,0.25,16,1,5,2.5,300,265000,15.4,0.4,0.5,0.1,14,3800,0.25,6,,95,24,3,30,170,,
SAR,DD21CAL011,276,278.25,D2003062,130,0.01,0.1,4.5,55600,6,89000,352,0.05,7300,0.05,95,12.2,80,8.3,5.5,3,1.5,,20,7,4,0.5,0.25,34300,46,0.25,22500,280,0.5,9750,6.5,37,30,500,10.5,5,167,0.25,16,1,7,2.5,400,280000,14,0.5,1,0.6,16,3500,0.25,6,,90,27,2,20,145,,
SAR,DD21CAL011,278.25,280,D2003063,100,0.01,0.1,2,34300,6,69000,408,0.05,6950,0.05,50,6.4,75,5.4,5,3,1,,14,4,2.5,0.5,0.25,30300,25,0.25,19200,220,0.5,13100,4.5,23,20,500,6,5,119,0.25,14,1,5,2.5,400,317000,14.6,0.2,1,0.1,12,3050,0.25,1.5,,75,23,3,20,110,,
SAR,DD21CAL011,280,281.1,D2003064,2070,0.23,0.6,2,35400,6,86100,471,3,39200,0.05,379,6.8,60,9.5,11,4,4.5,,13,20,3.5,2,0.25,44900,209,0.25,25400,880,0.5,10300,4,163,20,1000,42,10,183,0.25,16,4,28,2.5,2400,250000,27.4,0.3,2.5,2.6,26.5,3150,0.5,1.5,,35,39,3,40,145,,
SAR,DD21CAL011,281.1,281.95,D2003065,210,0.02,0.1,0.25,12800,4,9300,63,0.2,30800,0.05,49,2.4,25,0.6,6,4,1,,4,5,0.25,1,0.25,3550,25,0.25,5050,700,0.5,1850,1,24,5,500,6,5,14,0.25,4,1,4,2.5,350,399000,15,0.1,1,0.6,4,550,0.5,1.5,,2.5,34,3,10,10,,
